path,label
dataset\3\C3_843.jpg,3
dataset\1\C1_512.jpg,1
dataset\3\C3_2511.jpg,3
dataset\2\C2_1405.jpg,2
dataset\1\C1_62.jpg,1
dataset\3\C3_2432.jpg,3
dataset\0\C0_1104.jpg,0
dataset\1\C1_2957.jpg,1
dataset\3\C3_759.jpg,3
dataset\1\C1_927.jpg,1
dataset\0\C0_320.jpg,0
dataset\3\C3_1469.jpg,3
dataset\1\C1_289.jpg,1
dataset\3\C3_2116.jpg,3
dataset\2\C2_2691.jpg,2
dataset\2\C2_468.jpg,2
dataset\2\C2_2622.jpg,2
dataset\0\C0_1090.jpg,0
dataset\3\C3_1236.jpg,3
dataset\2\C2_1786.jpg,2
dataset\0\C0_626.jpg,0
dataset\1\C1_1694.jpg,1
dataset\0\C0_2104.jpg,0
dataset\0\C0_1443.jpg,0
dataset\1\C1_2457.jpg,1
dataset\3\C3_764.jpg,3
dataset\0\C0_2661.jpg,0
dataset\3\C3_1132.jpg,3
dataset\1\C1_2178.jpg,1
dataset\1\C1_3021.jpg,1
dataset\3\C3_2072.jpg,3
dataset\1\C1_2655.jpg,1
dataset\1\C1_2531.jpg,1
dataset\3\C3_1932.jpg,3
dataset\0\C0_2751.jpg,0
dataset\2\C2_2588.jpg,2
dataset\3\C3_642.jpg,3
dataset\3\C3_1633.jpg,3
dataset\1\C1_672.jpg,1
dataset\2\C2_1348.jpg,2
dataset\3\C3_430.jpg,3
dataset\0\C0_1695.jpg,0
dataset\3\C3_9.jpg,3
dataset\1\C1_1749.jpg,1
dataset\1\C1_542.jpg,1
dataset\0\C0_917.jpg,0
dataset\1\C1_2837.jpg,1
dataset\0\C0_2315.jpg,0
dataset\1\C1_811.jpg,1
dataset\0\C0_2358.jpg,0
dataset\0\C0_2871.jpg,0
dataset\2\C2_1243.jpg,2
dataset\1\C1_1056.jpg,1
dataset\2\C2_31.jpg,2
dataset\1\C1_623.jpg,1
dataset\3\C3_2258.jpg,3
dataset\2\C2_2006.jpg,2
dataset\2\C2_1092.jpg,2
dataset\0\C0_2.jpg,0
dataset\3\C3_1310.jpg,3
dataset\0\C0_573.jpg,0
dataset\3\C3_1133.jpg,3
dataset\0\C0_1670.jpg,0
dataset\0\C0_2182.jpg,0
dataset\0\C0_1335.jpg,0
dataset\0\C0_2299.jpg,0
dataset\1\C1_2303.jpg,1
dataset\2\C2_635.jpg,2
dataset\1\C1_835.jpg,1
dataset\0\C0_2087.jpg,0
dataset\0\C0_1237.jpg,0
dataset\3\C3_1797.jpg,3
dataset\2\C2_1806.jpg,2
dataset\0\C0_45.jpg,0
dataset\1\C1_3030.jpg,1
dataset\2\C2_2462.jpg,2
dataset\1\C1_544.jpg,1
dataset\2\C2_906.jpg,2
dataset\1\C1_334.jpg,1
dataset\0\C0_1879.jpg,0
dataset\0\C0_32.jpg,0
dataset\2\C2_1073.jpg,2
dataset\3\C3_1585.jpg,3
dataset\0\C0_551.jpg,0
dataset\1\C1_1060.jpg,1
dataset\3\C3_2490.jpg,3
dataset\0\C0_1975.jpg,0
dataset\2\C2_2099.jpg,2
dataset\0\C0_2365.jpg,0
dataset\1\C1_1077.jpg,1
dataset\3\C3_2540.jpg,3
dataset\2\C2_91.jpg,2
dataset\0\C0_118.jpg,0
dataset\3\C3_220.jpg,3
dataset\2\C2_221.jpg,2
dataset\2\C2_779.jpg,2
dataset\1\C1_1954.jpg,1
dataset\1\C1_221.jpg,1
dataset\0\C0_2554.jpg,0
dataset\1\C1_2967.jpg,1
dataset\0\C0_1672.jpg,0
dataset\0\C0_2523.jpg,0
dataset\0\C0_71.jpg,0
dataset\1\C1_300.jpg,1
dataset\3\C3_2345.jpg,3
dataset\1\C1_2179.jpg,1
dataset\0\C0_1788.jpg,0
dataset\0\C0_2446.jpg,0
dataset\2\C2_310.jpg,2
dataset\3\C3_1947.jpg,3
dataset\0\C0_2557.jpg,0
dataset\0\C0_870.jpg,0
dataset\0\C0_2512.jpg,0
dataset\1\C1_2425.jpg,1
dataset\2\C2_1461.jpg,2
dataset\1\C1_1268.jpg,1
dataset\3\C3_1438.jpg,3
dataset\2\C2_2549.jpg,2
dataset\1\C1_298.jpg,1
dataset\3\C3_864.jpg,3
dataset\3\C3_581.jpg,3
dataset\3\C3_1546.jpg,3
dataset\1\C1_1795.jpg,1
dataset\1\C1_407.jpg,1
dataset\3\C3_428.jpg,3
dataset\2\C2_2069.jpg,2
dataset\2\C2_1734.jpg,2
dataset\2\C2_2526.jpg,2
dataset\3\C3_2489.jpg,3
dataset\2\C2_621.jpg,2
dataset\3\C3_2408.jpg,3
dataset\2\C2_943.jpg,2
dataset\0\C0_2320.jpg,0
dataset\0\C0_2296.jpg,0
dataset\3\C3_1000.jpg,3
dataset\1\C1_1386.jpg,1
dataset\2\C2_1469.jpg,2
dataset\1\C1_1538.jpg,1
dataset\1\C1_2840.jpg,1
dataset\2\C2_85.jpg,2
dataset\2\C2_95.jpg,2
dataset\0\C0_210.jpg,0
dataset\3\C3_2389.jpg,3
dataset\2\C2_1681.jpg,2
dataset\0\C0_1192.jpg,0
dataset\2\C2_855.jpg,2
dataset\1\C1_2875.jpg,1
dataset\2\C2_1514.jpg,2
dataset\3\C3_603.jpg,3
dataset\3\C3_1231.jpg,3
dataset\2\C2_1118.jpg,2
dataset\0\C0_2229.jpg,0
dataset\3\C3_921.jpg,3
dataset\0\C0_2737.jpg,0
dataset\2\C2_1060.jpg,2
dataset\1\C1_1114.jpg,1
dataset\3\C3_2062.jpg,3
dataset\1\C1_2006.jpg,1
dataset\2\C2_638.jpg,2
dataset\3\C3_2261.jpg,3
dataset\2\C2_759.jpg,2
dataset\2\C2_86.jpg,2
dataset\0\C0_1646.jpg,0
dataset\3\C3_1211.jpg,3
dataset\0\C0_1211.jpg,0
dataset\2\C2_65.jpg,2
dataset\0\C0_2769.jpg,0
dataset\0\C0_1917.jpg,0
dataset\2\C2_2378.jpg,2
dataset\1\C1_847.jpg,1
dataset\1\C1_1199.jpg,1
dataset\0\C0_1478.jpg,0
dataset\3\C3_1444.jpg,3
dataset\3\C3_1705.jpg,3
dataset\2\C2_670.jpg,2
dataset\1\C1_338.jpg,1
dataset\0\C0_837.jpg,0
dataset\2\C2_1320.jpg,2
dataset\3\C3_336.jpg,3
dataset\0\C0_2161.jpg,0
dataset\1\C1_1858.jpg,1
dataset\0\C0_1080.jpg,0
dataset\2\C2_520.jpg,2
dataset\2\C2_1769.jpg,2
dataset\3\C3_2119.jpg,3
dataset\2\C2_999.jpg,2
dataset\0\C0_2868.jpg,0
dataset\1\C1_500.jpg,1
dataset\0\C0_1836.jpg,0
dataset\0\C0_782.jpg,0
dataset\0\C0_886.jpg,0
dataset\1\C1_1088.jpg,1
dataset\3\C3_314.jpg,3
dataset\2\C2_2609.jpg,2
dataset\3\C3_662.jpg,3
dataset\2\C2_787.jpg,2
dataset\2\C2_1398.jpg,2
dataset\1\C1_359.jpg,1
dataset\3\C3_1930.jpg,3
dataset\0\C0_105.jpg,0
dataset\0\C0_1671.jpg,0
dataset\1\C1_153.jpg,1
dataset\3\C3_766.jpg,3
dataset\0\C0_1681.jpg,0
dataset\0\C0_1258.jpg,0
dataset\2\C2_262.jpg,2
dataset\1\C1_1729.jpg,1
dataset\2\C2_300.jpg,2
dataset\0\C0_1704.jpg,0
dataset\1\C1_2902.jpg,1
dataset\0\C0_962.jpg,0
dataset\1\C1_1585.jpg,1
dataset\3\C3_109.jpg,3
dataset\3\C3_1257.jpg,3
dataset\1\C1_2975.jpg,1
dataset\1\C1_635.jpg,1
dataset\2\C2_424.jpg,2
dataset\0\C0_1643.jpg,0
dataset\0\C0_2514.jpg,0
dataset\1\C1_2374.jpg,1
dataset\2\C2_1150.jpg,2
dataset\1\C1_1377.jpg,1
dataset\0\C0_253.jpg,0
dataset\0\C0_61.jpg,0
dataset\2\C2_169.jpg,2
dataset\0\C0_480.jpg,0
dataset\1\C1_168.jpg,1
dataset\1\C1_2037.jpg,1
dataset\2\C2_1938.jpg,2
dataset\1\C1_369.jpg,1
dataset\3\C3_2398.jpg,3
dataset\0\C0_2764.jpg,0
dataset\0\C0_1711.jpg,0
dataset\3\C3_1320.jpg,3
dataset\2\C2_1232.jpg,2
dataset\3\C3_1436.jpg,3
dataset\2\C2_2655.jpg,2
dataset\2\C2_1712.jpg,2
dataset\2\C2_278.jpg,2
dataset\2\C2_2718.jpg,2
dataset\3\C3_1790.jpg,3
dataset\1\C1_1129.jpg,1
dataset\2\C2_2159.jpg,2
dataset\0\C0_439.jpg,0
dataset\0\C0_2738.jpg,0
dataset\1\C1_985.jpg,1
dataset\2\C2_1774.jpg,2
dataset\2\C2_562.jpg,2
dataset\1\C1_322.jpg,1
dataset\0\C0_2802.jpg,0
dataset\0\C0_456.jpg,0
dataset\3\C3_170.jpg,3
dataset\2\C2_792.jpg,2
dataset\0\C0_91.jpg,0
dataset\1\C1_529.jpg,1
dataset\0\C0_940.jpg,0
dataset\0\C0_1219.jpg,0
dataset\1\C1_20.jpg,1
dataset\0\C0_176.jpg,0
dataset\2\C2_1739.jpg,2
dataset\0\C0_233.jpg,0
dataset\1\C1_2505.jpg,1
dataset\2\C2_1027.jpg,2
dataset\0\C0_2574.jpg,0
dataset\0\C0_364.jpg,0
dataset\0\C0_52.jpg,0
dataset\0\C0_983.jpg,0
dataset\3\C3_497.jpg,3
dataset\0\C0_2119.jpg,0
dataset\0\C0_334.jpg,0
dataset\2\C2_2225.jpg,2
dataset\2\C2_2313.jpg,2
dataset\0\C0_2278.jpg,0
dataset\1\C1_682.jpg,1
dataset\3\C3_1755.jpg,3
dataset\2\C2_1276.jpg,2
dataset\1\C1_802.jpg,1
dataset\1\C1_2156.jpg,1
dataset\3\C3_420.jpg,3
dataset\1\C1_2661.jpg,1
dataset\3\C3_1140.jpg,3
dataset\0\C0_1163.jpg,0
dataset\3\C3_595.jpg,3
dataset\0\C0_2691.jpg,0
dataset\1\C1_2446.jpg,1
dataset\3\C3_1674.jpg,3
dataset\1\C1_2691.jpg,1
dataset\2\C2_2593.jpg,2
dataset\2\C2_788.jpg,2
dataset\3\C3_907.jpg,3
dataset\1\C1_228.jpg,1
dataset\3\C3_28.jpg,3
dataset\0\C0_124.jpg,0
dataset\0\C0_2179.jpg,0
dataset\3\C3_2117.jpg,3
dataset\0\C0_1640.jpg,0
dataset\1\C1_784.jpg,1
dataset\2\C2_1848.jpg,2
dataset\3\C3_2033.jpg,3
dataset\2\C2_1581.jpg,2
dataset\0\C0_561.jpg,0
dataset\0\C0_2110.jpg,0
dataset\1\C1_1818.jpg,1
dataset\1\C1_268.jpg,1
dataset\1\C1_1792.jpg,1
dataset\1\C1_163.jpg,1
dataset\3\C3_2487.jpg,3
dataset\1\C1_2723.jpg,1
dataset\2\C2_2568.jpg,2
dataset\1\C1_1243.jpg,1
dataset\0\C0_421.jpg,0
dataset\0\C0_1673.jpg,0
dataset\0\C0_577.jpg,0
dataset\3\C3_1117.jpg,3
dataset\1\C1_1783.jpg,1
dataset\3\C3_908.jpg,3
dataset\1\C1_85.jpg,1
dataset\2\C2_2704.jpg,2
dataset\3\C3_1924.jpg,3
dataset\2\C2_605.jpg,2
dataset\0\C0_1866.jpg,0
dataset\2\C2_1103.jpg,2
dataset\2\C2_2614.jpg,2
dataset\0\C0_289.jpg,0
dataset\0\C0_1431.jpg,0
dataset\0\C0_2060.jpg,0
dataset\2\C2_1185.jpg,2
dataset\0\C0_331.jpg,0
dataset\1\C1_1054.jpg,1
dataset\3\C3_2400.jpg,3
dataset\1\C1_2760.jpg,1
dataset\0\C0_844.jpg,0
dataset\2\C2_1365.jpg,2
dataset\3\C3_1874.jpg,3
dataset\2\C2_304.jpg,2
dataset\1\C1_478.jpg,1
dataset\3\C3_193.jpg,3
dataset\2\C2_2305.jpg,2
dataset\1\C1_531.jpg,1
dataset\0\C0_2797.jpg,0
dataset\1\C1_663.jpg,1
dataset\1\C1_1355.jpg,1
dataset\1\C1_2236.jpg,1
dataset\3\C3_143.jpg,3
dataset\0\C0_2726.jpg,0
dataset\2\C2_887.jpg,2
dataset\0\C0_1528.jpg,0
dataset\2\C2_2521.jpg,2
dataset\1\C1_2136.jpg,1
dataset\0\C0_2462.jpg,0
dataset\3\C3_2251.jpg,3
dataset\1\C1_2421.jpg,1
dataset\2\C2_782.jpg,2
dataset\1\C1_603.jpg,1
dataset\0\C0_608.jpg,0
dataset\3\C3_2127.jpg,3
dataset\1\C1_110.jpg,1
dataset\2\C2_386.jpg,2
dataset\3\C3_2171.jpg,3
dataset\2\C2_912.jpg,2
dataset\2\C2_200.jpg,2
dataset\0\C0_2192.jpg,0
dataset\2\C2_260.jpg,2
dataset\1\C1_2703.jpg,1
dataset\3\C3_989.jpg,3
dataset\2\C2_1545.jpg,2
dataset\3\C3_1296.jpg,3
dataset\0\C0_970.jpg,0
dataset\0\C0_425.jpg,0
dataset\3\C3_1571.jpg,3
dataset\1\C1_549.jpg,1
dataset\1\C1_1532.jpg,1
dataset\3\C3_1397.jpg,3
dataset\0\C0_2813.jpg,0
dataset\0\C0_756.jpg,0
dataset\0\C0_701.jpg,0
dataset\0\C0_2676.jpg,0
dataset\2\C2_993.jpg,2
dataset\0\C0_1452.jpg,0
dataset\0\C0_1058.jpg,0
dataset\2\C2_2248.jpg,2
dataset\1\C1_2997.jpg,1
dataset\1\C1_1574.jpg,1
dataset\2\C2_1065.jpg,2
dataset\1\C1_514.jpg,1
dataset\3\C3_345.jpg,3
dataset\0\C0_1642.jpg,0
dataset\0\C0_1165.jpg,0
dataset\3\C3_2229.jpg,3
dataset\3\C3_609.jpg,3
dataset\3\C3_2094.jpg,3
dataset\2\C2_2434.jpg,2
dataset\1\C1_1761.jpg,1
dataset\3\C3_2168.jpg,3
dataset\1\C1_226.jpg,1
dataset\0\C0_934.jpg,0
dataset\2\C2_1836.jpg,2
dataset\2\C2_1691.jpg,2
dataset\0\C0_1897.jpg,0
dataset\3\C3_1927.jpg,3
dataset\0\C0_566.jpg,0
dataset\0\C0_1955.jpg,0
dataset\1\C1_1171.jpg,1
dataset\1\C1_26.jpg,1
dataset\1\C1_1258.jpg,1
dataset\0\C0_678.jpg,0
dataset\0\C0_900.jpg,0
dataset\1\C1_752.jpg,1
dataset\2\C2_2093.jpg,2
dataset\0\C0_686.jpg,0
dataset\3\C3_187.jpg,3
dataset\1\C1_51.jpg,1
dataset\2\C2_2321.jpg,2
dataset\0\C0_129.jpg,0
dataset\1\C1_884.jpg,1
dataset\3\C3_185.jpg,3
dataset\3\C3_223.jpg,3
dataset\1\C1_2252.jpg,1
dataset\0\C0_1831.jpg,0
dataset\2\C2_2097.jpg,2
dataset\1\C1_687.jpg,1
dataset\0\C0_2181.jpg,0
dataset\3\C3_1682.jpg,3
dataset\2\C2_1297.jpg,2
dataset\1\C1_1320.jpg,1
dataset\2\C2_2327.jpg,2
dataset\0\C0_842.jpg,0
dataset\1\C1_624.jpg,1
dataset\0\C0_1054.jpg,0
dataset\3\C3_267.jpg,3
dataset\0\C0_1722.jpg,0
dataset\3\C3_1956.jpg,3
dataset\3\C3_37.jpg,3
dataset\1\C1_199.jpg,1
dataset\0\C0_28.jpg,0
dataset\1\C1_2122.jpg,1
dataset\2\C2_6.jpg,2
dataset\2\C2_1376.jpg,2
dataset\0\C0_1178.jpg,0
dataset\1\C1_2423.jpg,1
dataset\2\C2_757.jpg,2
dataset\1\C1_1838.jpg,1
dataset\0\C0_258.jpg,0
dataset\2\C2_1682.jpg,2
dataset\2\C2_2242.jpg,2
dataset\0\C0_1908.jpg,0
dataset\2\C2_1492.jpg,2
dataset\0\C0_1248.jpg,0
dataset\3\C3_1464.jpg,3
dataset\2\C2_1724.jpg,2
dataset\1\C1_2610.jpg,1
dataset\0\C0_2398.jpg,0
dataset\2\C2_2355.jpg,2
dataset\3\C3_2146.jpg,3
dataset\2\C2_2034.jpg,2
dataset\2\C2_972.jpg,2
dataset\0\C0_299.jpg,0
dataset\1\C1_1022.jpg,1
dataset\2\C2_79.jpg,2
dataset\2\C2_1136.jpg,2
dataset\1\C1_978.jpg,1
dataset\3\C3_1857.jpg,3
dataset\1\C1_662.jpg,1
dataset\1\C1_213.jpg,1
dataset\2\C2_2208.jpg,2
dataset\1\C1_115.jpg,1
dataset\2\C2_1813.jpg,2
dataset\1\C1_761.jpg,1
dataset\2\C2_2490.jpg,2
dataset\2\C2_512.jpg,2
dataset\0\C0_1863.jpg,0
dataset\0\C0_4.jpg,0
dataset\1\C1_1259.jpg,1
dataset\0\C0_2280.jpg,0
dataset\2\C2_2203.jpg,2
dataset\2\C2_109.jpg,2
dataset\2\C2_1680.jpg,2
dataset\2\C2_193.jpg,2
dataset\1\C1_2867.jpg,1
dataset\2\C2_324.jpg,2
dataset\0\C0_1948.jpg,0
dataset\3\C3_750.jpg,3
dataset\0\C0_2477.jpg,0
dataset\2\C2_578.jpg,2
dataset\1\C1_1530.jpg,1
dataset\0\C0_2865.jpg,0
dataset\2\C2_1180.jpg,2
dataset\2\C2_2054.jpg,2
dataset\1\C1_1996.jpg,1
dataset\1\C1_174.jpg,1
dataset\1\C1_754.jpg,1
dataset\1\C1_2995.jpg,1
dataset\1\C1_1592.jpg,1
dataset\2\C2_2366.jpg,2
dataset\2\C2_2331.jpg,2
dataset\0\C0_2082.jpg,0
dataset\3\C3_798.jpg,3
dataset\2\C2_611.jpg,2
dataset\1\C1_868.jpg,1
dataset\0\C0_2770.jpg,0
dataset\1\C1_266.jpg,1
dataset\3\C3_75.jpg,3
dataset\1\C1_2022.jpg,1
dataset\2\C2_2115.jpg,2
dataset\0\C0_2141.jpg,0
dataset\0\C0_2575.jpg,0
dataset\0\C0_2417.jpg,0
dataset\1\C1_2920.jpg,1
dataset\2\C2_714.jpg,2
dataset\1\C1_292.jpg,1
dataset\3\C3_263.jpg,3
dataset\1\C1_838.jpg,1
dataset\3\C3_1151.jpg,3
dataset\2\C2_1300.jpg,2
dataset\1\C1_2498.jpg,1
dataset\1\C1_3072.jpg,1
dataset\0\C0_1778.jpg,0
dataset\0\C0_1797.jpg,0
dataset\1\C1_1387.jpg,1
dataset\2\C2_1038.jpg,2
dataset\2\C2_576.jpg,2
dataset\0\C0_2406.jpg,0
dataset\2\C2_600.jpg,2
dataset\2\C2_1717.jpg,2
dataset\2\C2_2541.jpg,2
dataset\3\C3_1113.jpg,3
dataset\3\C3_1657.jpg,3
dataset\1\C1_861.jpg,1
dataset\0\C0_491.jpg,0
dataset\3\C3_214.jpg,3
dataset\0\C0_544.jpg,0
dataset\1\C1_2530.jpg,1
dataset\2\C2_1553.jpg,2
dataset\1\C1_561.jpg,1
dataset\0\C0_3.jpg,0
dataset\3\C3_950.jpg,3
dataset\1\C1_92.jpg,1
dataset\0\C0_234.jpg,0
dataset\1\C1_2182.jpg,1
dataset\1\C1_2311.jpg,1
dataset\2\C2_968.jpg,2
dataset\1\C1_1486.jpg,1
dataset\0\C0_1473.jpg,0
dataset\2\C2_1689.jpg,2
dataset\1\C1_521.jpg,1
dataset\3\C3_1939.jpg,3
dataset\0\C0_1251.jpg,0
dataset\3\C3_96.jpg,3
dataset\3\C3_195.jpg,3
dataset\2\C2_1367.jpg,2
dataset\3\C3_612.jpg,3
dataset\0\C0_906.jpg,0
dataset\0\C0_1411.jpg,0
dataset\1\C1_2000.jpg,1
dataset\0\C0_1364.jpg,0
dataset\0\C0_660.jpg,0
dataset\3\C3_566.jpg,3
dataset\1\C1_1963.jpg,1
dataset\3\C3_840.jpg,3
dataset\1\C1_77.jpg,1
dataset\1\C1_2799.jpg,1
dataset\1\C1_90.jpg,1
dataset\2\C2_1288.jpg,2
dataset\2\C2_348.jpg,2
dataset\1\C1_285.jpg,1
dataset\0\C0_828.jpg,0
dataset\0\C0_1374.jpg,0
dataset\1\C1_1759.jpg,1
dataset\2\C2_2246.jpg,2
dataset\2\C2_1322.jpg,2
dataset\0\C0_529.jpg,0
dataset\0\C0_1653.jpg,0
dataset\1\C1_204.jpg,1
dataset\0\C0_2727.jpg,0
dataset\1\C1_2001.jpg,1
dataset\1\C1_914.jpg,1
dataset\3\C3_380.jpg,3
dataset\3\C3_1655.jpg,3
dataset\3\C3_2253.jpg,3
dataset\1\C1_570.jpg,1
dataset\0\C0_632.jpg,0
dataset\1\C1_1565.jpg,1
dataset\0\C0_2343.jpg,0
dataset\1\C1_716.jpg,1
dataset\1\C1_1344.jpg,1
dataset\1\C1_782.jpg,1
dataset\0\C0_2272.jpg,0
dataset\0\C0_2023.jpg,0
dataset\3\C3_1404.jpg,3
dataset\2\C2_280.jpg,2
dataset\2\C2_1777.jpg,2
dataset\1\C1_1852.jpg,1
dataset\1\C1_1859.jpg,1
dataset\0\C0_2529.jpg,0
dataset\2\C2_1407.jpg,2
dataset\3\C3_1315.jpg,3
dataset\2\C2_1098.jpg,2
dataset\0\C0_371.jpg,0
dataset\2\C2_160.jpg,2
dataset\0\C0_1800.jpg,0
dataset\3\C3_710.jpg,3
dataset\1\C1_2009.jpg,1
dataset\1\C1_1019.jpg,1
dataset\1\C1_1352.jpg,1
dataset\2\C2_1403.jpg,2
dataset\1\C1_1550.jpg,1
dataset\3\C3_435.jpg,3
dataset\3\C3_2032.jpg,3
dataset\0\C0_918.jpg,0
dataset\0\C0_1077.jpg,0
dataset\2\C2_1057.jpg,2
dataset\0\C0_44.jpg,0
dataset\0\C0_1246.jpg,0
dataset\0\C0_735.jpg,0
dataset\1\C1_737.jpg,1
dataset\0\C0_2687.jpg,0
dataset\0\C0_2615.jpg,0
dataset\2\C2_261.jpg,2
dataset\3\C3_2458.jpg,3
dataset\1\C1_486.jpg,1
dataset\1\C1_596.jpg,1
dataset\1\C1_1736.jpg,1
dataset\3\C3_2321.jpg,3
dataset\2\C2_492.jpg,2
dataset\2\C2_814.jpg,2
dataset\0\C0_2626.jpg,0
dataset\3\C3_2303.jpg,3
dataset\2\C2_1160.jpg,2
dataset\1\C1_2222.jpg,1
dataset\0\C0_835.jpg,0
dataset\2\C2_1798.jpg,2
dataset\1\C1_475.jpg,1
dataset\1\C1_1334.jpg,1
dataset\1\C1_2637.jpg,1
dataset\2\C2_1085.jpg,2
dataset\2\C2_1229.jpg,2
dataset\3\C3_1178.jpg,3
dataset\2\C2_1518.jpg,2
dataset\1\C1_382.jpg,1
dataset\2\C2_1277.jpg,2
dataset\0\C0_2707.jpg,0
dataset\1\C1_583.jpg,1
dataset\3\C3_1869.jpg,3
dataset\0\C0_569.jpg,0
dataset\0\C0_1392.jpg,0
dataset\0\C0_1504.jpg,0
dataset\3\C3_1547.jpg,3
dataset\1\C1_1186.jpg,1
dataset\0\C0_2166.jpg,0
dataset\0\C0_2551.jpg,0
dataset\1\C1_1428.jpg,1
dataset\1\C1_1576.jpg,1
dataset\2\C2_2048.jpg,2
dataset\3\C3_1517.jpg,3
dataset\0\C0_1786.jpg,0
dataset\3\C3_149.jpg,3
dataset\0\C0_2659.jpg,0
dataset\1\C1_2971.jpg,1
dataset\1\C1_1374.jpg,1
dataset\2\C2_2350.jpg,2
dataset\3\C3_892.jpg,3
dataset\0\C0_378.jpg,0
dataset\2\C2_1193.jpg,2
dataset\1\C1_1938.jpg,1
dataset\1\C1_361.jpg,1
dataset\0\C0_2894.jpg,0
dataset\3\C3_1942.jpg,3
dataset\2\C2_2239.jpg,2
dataset\3\C3_863.jpg,3
dataset\1\C1_307.jpg,1
dataset\1\C1_2388.jpg,1
dataset\0\C0_2341.jpg,0
dataset\1\C1_1609.jpg,1
dataset\1\C1_2983.jpg,1
dataset\0\C0_1377.jpg,0
dataset\2\C2_80.jpg,2
dataset\1\C1_1288.jpg,1
dataset\0\C0_2339.jpg,0
dataset\1\C1_2500.jpg,1
dataset\1\C1_2481.jpg,1
dataset\3\C3_1196.jpg,3
dataset\3\C3_2200.jpg,3
dataset\0\C0_1891.jpg,0
dataset\1\C1_1244.jpg,1
dataset\2\C2_1861.jpg,2
dataset\2\C2_486.jpg,2
dataset\3\C3_1859.jpg,3
dataset\2\C2_2243.jpg,2
dataset\3\C3_1399.jpg,3
dataset\0\C0_954.jpg,0
dataset\1\C1_214.jpg,1
dataset\1\C1_932.jpg,1
dataset\2\C2_1855.jpg,2
dataset\3\C3_102.jpg,3
dataset\0\C0_149.jpg,0
dataset\3\C3_2367.jpg,3
dataset\1\C1_303.jpg,1
dataset\3\C3_2533.jpg,3
dataset\3\C3_1244.jpg,3
dataset\2\C2_1673.jpg,2
dataset\1\C1_3098.jpg,1
dataset\1\C1_2559.jpg,1
dataset\1\C1_810.jpg,1
dataset\1\C1_2093.jpg,1
dataset\1\C1_89.jpg,1
dataset\3\C3_1731.jpg,3
dataset\2\C2_1075.jpg,2
dataset\3\C3_1937.jpg,3
dataset\0\C0_1998.jpg,0
dataset\2\C2_2538.jpg,2
dataset\2\C2_1921.jpg,2
dataset\3\C3_1035.jpg,3
dataset\1\C1_1913.jpg,1
dataset\2\C2_2361.jpg,2
dataset\3\C3_1403.jpg,3
dataset\3\C3_112.jpg,3
dataset\0\C0_1333.jpg,0
dataset\2\C2_2629.jpg,2
dataset\1\C1_1207.jpg,1
dataset\1\C1_837.jpg,1
dataset\2\C2_2005.jpg,2
dataset\2\C2_1559.jpg,2
dataset\2\C2_971.jpg,2
dataset\0\C0_585.jpg,0
dataset\2\C2_1874.jpg,2
dataset\3\C3_1289.jpg,3
dataset\3\C3_851.jpg,3
dataset\2\C2_2698.jpg,2
dataset\3\C3_869.jpg,3
dataset\0\C0_931.jpg,0
dataset\1\C1_2092.jpg,1
dataset\2\C2_426.jpg,2
dataset\3\C3_2298.jpg,3
dataset\1\C1_2962.jpg,1
dataset\0\C0_1213.jpg,0
dataset\2\C2_2029.jpg,2
dataset\0\C0_991.jpg,0
dataset\0\C0_1579.jpg,0
dataset\2\C2_2419.jpg,2
dataset\0\C0_2243.jpg,0
dataset\1\C1_3007.jpg,1
dataset\0\C0_1139.jpg,0
dataset\1\C1_1336.jpg,1
dataset\2\C2_1804.jpg,2
dataset\3\C3_1890.jpg,3
dataset\3\C3_2429.jpg,3
dataset\0\C0_2354.jpg,0
dataset\0\C0_1915.jpg,0
dataset\0\C0_1095.jpg,0
dataset\0\C0_77.jpg,0
dataset\1\C1_1460.jpg,1
dataset\1\C1_1112.jpg,1
dataset\1\C1_869.jpg,1
dataset\2\C2_2140.jpg,2
dataset\3\C3_388.jpg,3
dataset\2\C2_2599.jpg,2
dataset\2\C2_1050.jpg,2
dataset\3\C3_778.jpg,3
dataset\0\C0_100.jpg,0
dataset\2\C2_1270.jpg,2
dataset\3\C3_2287.jpg,3
dataset\2\C2_2283.jpg,2
dataset\0\C0_119.jpg,0
dataset\2\C2_2210.jpg,2
dataset\3\C3_95.jpg,3
dataset\3\C3_255.jpg,3
dataset\2\C2_2157.jpg,2
dataset\2\C2_1651.jpg,2
dataset\2\C2_147.jpg,2
dataset\1\C1_227.jpg,1
dataset\2\C2_974.jpg,2
dataset\1\C1_1876.jpg,1
dataset\2\C2_2559.jpg,2
dataset\2\C2_1749.jpg,2
dataset\0\C0_881.jpg,0
dataset\1\C1_913.jpg,1
dataset\2\C2_2220.jpg,2
dataset\1\C1_452.jpg,1
dataset\0\C0_793.jpg,0
dataset\2\C2_640.jpg,2
dataset\1\C1_2210.jpg,1
dataset\3\C3_2256.jpg,3
dataset\2\C2_2517.jpg,2
dataset\1\C1_2044.jpg,1
dataset\2\C2_34.jpg,2
dataset\1\C1_3066.jpg,1
dataset\1\C1_477.jpg,1
dataset\3\C3_958.jpg,3
dataset\3\C3_1735.jpg,3
dataset\0\C0_574.jpg,0
dataset\3\C3_875.jpg,3
dataset\2\C2_192.jpg,2
dataset\1\C1_940.jpg,1
dataset\0\C0_767.jpg,0
